SppCode,Genus,Species Name,Common Name
CRME1,Crataegus,mexicana,Mexican hawthorn
CAME,Caesalpinia,mexicana,Mexican holdback
EYPO,Eysenhardtia,polystachya,Mexican kidneywood
PLAM2,Plectranthus,amboinicus,Mexican mint
AZME,Azolla,mexicana,Mexican mosquitofern
QUCA7,Quercus,carmenensis,Mexican oak
CHDU,Choisya,dumosa,Mexican orange
CH22,Choisya,,Mexican orange spp
LIGR6,Lippia,graveolens,Mexican oregano
PICE,Pinus,cembroides,Mexican pinyon
PRME,Prunus,mexicana,Mexican plum
PHHE8,Phytolacca,heteropetala,Mexican pokeweed
ANHE4,Antiphytum,heliotropioides,Mexican saucerflower
SEME4,Senna,mexicana,Mexican senna
EUCO24,Euphorbia,cotinifolia,Mexican shrubby spurge
PIPA4,Pinus,patula,Mexican weeping pine
PIAY,Pinus,ayacahuite,Mexican White Pine
RIEC,Ribes,echinellum,Miccosukee gooseberry
MIDO,Michelia,doltsopa,Michelia
MICH,Michelia,champaca,Michelia champaca
OCSE2,Ochna,serrulata,Mickey mouse plant
MICA1,Miconia,caudata,Miconia caudata
MIDO2,Miconia,dodecandra,Miconia dodecandra
MIPU,Miconia,pusilliflora,Miconia pusilliflora
MICR,Micropholis,crassipedicellata,Micropholis crassipedice
ACAX,Acacia,axillaris,Midlands Wattle
ACMI,Acacia,millefolia,Milfoil wattle
DRDI,Drypetes,diversifolia,Milkbark
RAVI,Rauvolfia,viridis,Milkbush
COLA18,Cotoneaster,lacteus,Milkflower cotoneaster
SALA8,Sapium,laurocerasus,Milktree
PSHO,Psychotria,hobdyi,Milolii kopiwai
ALJU,Albizia,julibrissin,Mimosa
MIEL,Mimusops,elengi,Mimusop
EUDE,Eucalyptus,deglupta,Mindanao gum
POFR5,Polyscias,fruticosa,Ming aralia
CRDI9,Crataegus,dispessa,Mink hawthorn
ACGR1,Acacia,grasbyi,Minni Ritchie
MEPI2,Menziesia,pilosa,Minniebush
CRTR4,Crataegus,tristis,Minute hawthorn
MYLA,Myoporum,laetum,Mioporo
LAGR,Lafoensia,grandiflora,mirindiba
CRJO3,Crataegus,jonesiae,Miss jones' hawthorn
CRVA,Crataegus,vailiae,Miss vail's hawthorn
XYBI,Xylococcus,bicolor,Mission manzanita
CRAN9,Crataegus,ancisa,Mississippi hawthorn
RIMI,Ribes,missouriense,Missouri gooseberry
LEPH11,Leptopus,phyllanthoides,Missouri maidenbush
ACMI1,Acer,miyabie,Miyabe's Maple
BUIN,Bursaria,incana,Mock Orange
CATO,Carya,alba,Mockernut hickory
QUMO,Quercus,mohriana,Mohr oak
PSAR4,Psorothamnus,arborescens,Mojave indigobush
ERPA29,Ericameria,paniculata,Mojave rabbitbrush
STPA5,Stillingia,paucidentata,Mojave toothleaf
MEAN3,Melicope,anisata,Mokihana
MEHA4,Melicope,hawaiensis,Mokihana kukae moa
MOHI2,Mollinedia,hilarii,Mollinedia hilarii
MOSC2,Mollinedia,schottiana,Mollinedia schottiana
MOWI,Mollinedia,widgrenii,Mollinedia widgrenii
MYPU2,Myrsine,pukooensis,Molokai colicwood
CYPR8,Cyanea,procera,Molokai cyanea
CYBI3,Cyrtandra,biserrata,Molokai cyrtandra
MEMO6,Melicope,molokaiensis,Molokai melicope
COTE8,Coprosma,ternata,Molokai mirrorplant
BRRO,Brighamia,rockii,Molokai ohaha
PRLO2,Pritchardia,lowreyana,Molokai pritchardia
KOCO2,Kokia,cookei,Molokai treecotton
ALFA,Albizia,moluccana,Moluca albizia
ABFI,Abies,firma,"Momi Fir"
BEMA,Betula,maximowicziana,Monarch Birch
DAMO3,Dalbergia,monetaria,Moneybush
TEMO,Telopea,mongaensis,Monga Waratah
EUD8,Eucalyptus,deuaensis,Mongamulla mallee
EURE1,Eucalyptus,recurva,Mongarlow Mallee
QUMO1,Quercus,mongolica,Mongolian oak
DEPA10,Deutzia,parviflora,Mongolian prideÅ]rochester
ACPO1,Acacia,polyphylla,monjoleiro
POLA2,Posoqueria,latifolia,monkey apple
PIDU,Pithecellobium,dulce,Monkeypod
LEPI,Lecythis,pisonis,monkeyÅ]pot
ARAR,Araucaria,araucana,Monkeypuzzle tree
MEWA4,Melicope,wawraeana,Monoa melicope
PIMO5,Pickeringia,montana,Montana chaparral pea
WIMO,Wikstroemia,monticola,Montane false ohelo
ACFR1,Acacia,frigescens,Montane Wattle
ARMO5,Arctostaphylos,montaraensis,Montara manzanita
CUMA,Cupressus,macrocarpa,Monterey cypress
ARMO6,Arctostaphylos,montereyensis,Monterey manzanita
PIRA,Pinus,radiata,Monterey pine
TAMU,Taxodium,mucronatum,Montezuma cypress
CRAR6,Crataegus,arborea,Montgomery hawthorn
MOSE,Mortonia,sempervirens,Montonia sempervirens
ACMO1,Acer,monspessulanum,Montpelier Maple
ACSE4,Acacia,semilunata,Moon Wattle
MEPR,Melaleuca,preissiana,Moonah
EUMA8,Eucalyptus,malacoxylon,Moonbi Apple Box
EUPL,Eucalyptus,platypus,Moort
FRHO,Fraxinus,holotricha,Moraine ash
COSU,Cordia,sulcata,Moral
COPU,Coccoloba,pubescens,Moralon
ARMO12,Arctostaphylos,moranii,Moran's manzanita
RICA2,Ribes,canthariforme,Moreno currant
FIMA1,Ficus,macrophylla,Moreton bay fig
PISM,Picea,smithiana,Morinda Spruce
EUMO3,Eucalyptus,morrisbyi,Morrisby's gum
CRAL,Crescentia,alata,Morrito
ARMO2,Arctostaphylos,morroensis,Morro manzanita
LOMO,Lonicera,morrowii,Morrow honeysuckle
PIBL,Piper,blattarum,Moth pepper
SLAM,Sloanea,amygdalina,Motillo
EULA8,Euphorbia,lactea,Mottled spurge
EUMI5,Eucalyptus,mitchelliana,Mount Buffalo gum
ARAU,Arctostaphylos,auriculata,Mount diablo manzanita
EUIM,Eucalyptus,imlayensis,Mount Imlay Mallee
ALTE,Alnus,tenuifolla,Mountain alder
EURE3,Eucalyptus,regnans,Mountain Ash
PITE6,Piptocarpha,tetrantha,Mountain ashdaisy
RHCA7,Rhododendron,canescens,Mountain azalea
DIRI,Diervilla,rivularis,Mountain bush honeysuckle
MYEM,Myrsine,emarginata,Mountain colicwood
CYDE4,Cyrtandra,dentata,Mountain cyrtandra
DUME4,Dubautia,menziesii,Mountain dubautia
BAVA,Bauhinia,variegata,Mountain ebony
AMGL2,Amorpha,glabra,Mountain false indigo
PIFL2,Pieris,floribunda,Mountain fetterbush
LOVI,Lonicera,villosa,Mountain fly honeysuckle
EUGO2,Eucalyptus,goniocalyx,Mountain graygum
EUCY1,Eucalyptus,cypellocarpa,Mountain Grey Gum
PSAM2,Psidium,amplexicaule,Mountain guava
TSME,Tsuga,mertensiana,Mountain hemlock
ACPE5,Acacia,penninervis,Mountain Hickory
ACOB2,Acacia,obliquinervia,Mountain Hickory Wattle
HYSE,Hydrangea,serrata,mountain hydrangea
ERPO,Erythrina,poeppigiana,Mountain immortelle
MISI2,Miconia,sintenisii,Mountain johnnyberry
LAHI5,Labordia,hirtella,Mountain labordia
KALA,Kalmia,latifolia,Mountain laurel
ACSP,Acer,spicatum,Mountain maple
ARLU3,Ardisia,luquillensis,Mountain marlberry
SCGA2,Scaevola,gaudichaudiana,Mountain naupaka
HALI,Hakea,lissosperma,Mountain Needlewood
PHMO4,Physocarpus,monogynus,Mountain ninebark
TALA,Tasmannia,lanceolata,Mountain Pepper
PIUN3,Pinus,uncinata,Mountain pine
POLA1,Podocarpus,lawrencei,Mountain Plum Pine
HOLY,Hoheria,lyallii,Mountain Ribbonwood
SAPA7,Santalum,paniculatum,Mountain sandalwood
HATE3,Halesia,tetraptera,Mountain silverbell
ANMO,Annona,montana,Mountain soursop
STOV,Stewartia,ovata,Mountain stewartia
EURE7,Eugenia,reinwardtiana,Mountain stopper
CLAC3,Clethra,acuminata,Mountain sweetpepperbush
AMMA3,Amyris,madrensis,Mountain torchwood
EUDA,Eucalyptus,dalrympleana,Mountain white gum
ILMO,Ilex,montana,Mountain winterberry
FOMA,Fothergilla,major,Mountain witchalder
CHFU,Chamaecyparis,funebris,Mourning cypress
BEMY,Bernardia,myricifolia,Mouse's eye
EUVE,Eucalyptus,verrucata,Mt Abrupt stringybark
EUGI,Eucalyptus,gillenii,Mt Gillen Mallee
PIAT4,Pistacia,atlantica,Mt. atlas mastic tree
GRFO,Grevillea,formosa,Mt. Brockman Grevillea
LEKR2,Leandra,krugii,Mt. cerrote angleflower
PRFO,Pritchardia,forbesiana,Mt. eke pritchardia
GEAE,Genista,aethnensis,Mt. Etna Broom
CYSU8,Cyanea,superba,Mt. kaala cyanea
MESA5,Melicope,sandwicensis,Mt. kaala melicope
MYWA,Myrsine,wawraea,Mt. kahili colicwood
ALMO11,Aleurites,montana,Mu oil tree
XYBU,Xylosma,buxifolia,Mucha-gente
ACSP1,Acacia,spectabilis,Mudgee Wattle
ACMU3,Acacia,muelleriana,Mueller's Wattle
EUSI,Eucalyptus,sideroxylon,Mugga ironbark
BASA4,Baccharis,salicifolia,Mule's fat
ACTE1,Acacia,tenuissima,Mulga Wattle
ACAN,Acacia,aneura,"Mulga"
ACMA3,Acacia,maconochieana,Mullan Wattle
SODO3,Solanum,donianum,Mullein nightshade
QUCO7,Quercus,corneliusÅ]mulleri,Muller oak
DAJE,Davidsonia,jerseyana,Mullumbimby Plum
ROMU,Rosa,multiflora,Multiflora rose
COBO3,Cordia,borinquensis,Muneco
CYMU10,Cyanea,munroi,Munro's cyanea
MUPA1,Murraya,paniculata,Murraya paniculata
BEMU2,Betula,murrayana,Murray's birch
PRMU4,Prunus,murrayana,Murray's plum
ACMU4,Acacia,murrayana,Murray's Wattle
MODO2,Mouriri,domingensis,Murta
OLAR,Olearia,argophylla,Musk Daisy Bush
ROMO,Rosa,moschata,Musk rose
TUOC,Turpinia,occidentalis,Muttonwood
MYMI,Myrceugenia,miersiana,Myrceugenia miersiana
MYMY2,Myrceugenia,myrcioides,Myrceugenia myrcioides
MYAE,Myrcia,aethusa,Myrcia aethusa
MYJA,Myrcia,jailton,Myrcia jailton
MYLA2,Myrcia,laxiflora,Myrcia laxiflora
MYPO,Myrcia,popayanensis,Myrcia popayanensis
MYPU,Myrcia,pubipetala,Myrcia pubipetala
MYRA,Myrcia,racemosa,Myrcia racemosa
MYSP2,Myrcia,spectabilis,Myrcia spectabilis
MYVI,Myrcia,vittoriana,Myrcia vittoriana
MYFE2,Myrsine,ferruginea,Myrsine ferruginea
MYGU,Myrsine,guianensis,Myrsine guianensis
MYCO,Myrtus,communis,Myrtle
NOCU,Nothofagus,cunninghamii,Myrtle Beech
ILMY,Ilex,myrtifolia,Myrtle dahoon
QUMY,Quercus,myrtifolia,Myrtle oak
CAZU,Calyptranthes,zuzygium,Myrtle of the river
ACMY,Acacia,myrtifolia,Myrtle Wattle
HYMY,Hypericum,myrtifolium,Myrtleleaf st. johnswort
LAAR,Lagerstroemia,archeriana,N. Kimberly Crepe Myrtle
DUPA3,Dubautia,paleata,Na'ena'e pua kea
DULA4,Dubautia,laxa,Na'ena'e pua melemele
DURA,Dubautia,raillardioides,Na'ena'e 'ula
MYSA,Myoporum,sandwicense,Naio
ALCA8,Albizia,carbonaria,Naked albizia
ERCO,Erythrina,coralloides,Naked coral tree
EUFU1,Eucalyptus,fusiformis,Nambucca Ironbark
VILE,Viburnum,lentago,Nannyberry
AMNA2,Amelanchier,nantucketensis,Nantucket serviceberry
LAHE3,Labordia,helleri,Napali coast labordia
CHDE3,Charpentiera,densiflora,Napali coast papala
COST1,Cordyline,stricta,Narrow Leaved Palm Lily
MYLI,Myrsine,linearifolia,Narrowleaf colicwood
POAN,Populus,angustifolia,Narrowleaf cottonwood
ACCA5,Acacia,caroleae,NarrowÅ]leaf Currawang
PYAN2,Pyracantha,angustifolia,Narrowleaf firethorn
ERLI6,Ericameria,linearifolia,Narrowleaf goldenbush
ANLI3,Anisacanthus,linearis,Narrowleaf honeysuckle
EUCR,Eucalyptus,crebra,Narrowleaf red ironbark
CLAN7,Clidemia,angustilamia,Narrowleaf terciopelo
ACMU1,Acacia,mucronata,NarrowÅ]leaf Wattle
ERAN2,Eriodictyon,angustifolium,Narrowleaf yerba santa
FRAN2,Fraxinus,angustifolia,NarrowÅ]leafed ash
ANBA,Angophora,bakeri,NarrowÅ]leaved apple
CALI1,Callistemon,linearis,NarrowÅ]leaved Bottlebrush
EUMI3,Eucalyptus,microcarpa,NarrowÅ]leaved box
EUSP2,Eucalyptus,spathulata,NarrowÅ]leaved gimlet
EUPI1,Eucalyptus,pilligaensis,NarrowÅ]leaved grey box
EUAP,Eucalyptus,apiculata,NarrowÅ]leaved malle ash
EURA,Eucalyptus,radiata,NarrowÅ]leaved peppermint
EUSE,Eucalyptus,seeana,NarrowÅ]leaved red gum
EULE1,Eucalyptus,leptophylla,NarrowÅ]leaved Red Mallee
EUMO2,Eucalyptus,moorei,NarrowÅ]leaved sally
POSA13,Pouteria,sapota,Naseberry
CRAT3,Crataegus,ater,Nashville hawthorn
ERHU4,Erythrina,humeana,Natal coral tree
ALMA1,Alberta,magna,Natal flame bush
CLGL2,Clerodendrum,glabrum,Natal glorybower
STSP8,Strychnos,spinosa,Natal orange
PIAN,Pittosporum,angustifolium,Native Apricot
CASA4,Capparis,sandwichiana,Native caper
CUVI,Cuttsia,viburnea,Native Elderberry
CEPA1,Celtis,paniculata,Native Hackberry
ERAL,Eremophila,alternifolia,Native Honeysuckle
NOLI,Notelaea,ligustrina,Native Olive
HIHE,Hibiscus,heterophyllus,Native Rosella
SCCH3,Scaevola,chamissoniana,Naupaka kuahiwi
ATNA,Atriplex,navajoensis,Navajo saltbush
ALMO1,Allocasuarina,monilifera,Necklace SheÅ]oak
NEEL,Nectandra,elegans,Nectandra elegans
NELA,Nectandra,lanceolata,Nectandra lanceolata
NEOP,Nectandra,oppositifolia,Nectandra oppositifolia
NERI,Nectandra,rigida,Nectandra rigida
RHHY,Rhapidophyllum,hystrix,Needle palm
ACRI2,Acacia,rigens,Needle Wattle
EUPL1,Eucalyptus,planchoniana,Needlebark Stringybark
HASE,Hakea,sericea,Needlebush
AZIN,Azadirachta,indica,Neem Tree
MADO2,Matayba,domingensis,Negra lora
VINE2,Vitex,negundo,Negundo chastetree
OCMO,Ocotea,moschata,Nemoca
OCSP,Ocotea,spathulata,Nemoca cimarrona
RHSA2,Rhus,sandwicensis,Neneleau
NEGL,Neomitranthes,glomerata,Neomitranthes glomerata
ALNE2,Alnus,nepalensis,Nepal alder
PYCR7,Pyracantha,crenulata,Nepalese firethorn
GRAR,Grevillea,arenaria,Nepean Spider Flower
QURU4,Quercus,rugosa,Netleaf oak
FORE,Forestiera,reticulata,Netleaf swampprivet
QUPO2,Quercus/live,polymorpha,Netleaf white oak
CALI,Callistemon,linearifolius,Netted Bottle Brush
ASRE7,Asimina,reticulata,Netted pawpaw
LARE2,Lantana,reticulata,Netted shrubverbena
DURE2,Dubautia,reticulata,Netvein dubautia
LELA4,Lepidospartum,latisquamum,Nevada broomsage
PSPO,Psorothamnus,polydenius,Nevada dalea
LAWA3,Labordia,waiolani,Nevada peavine
MANE3,Mahonia,nevinii,Nevin's barberry
EUAN,Eucalyptus,andrewsii,New england blackbutt
EUNO2,Eucalyptus,novaÅ]anglica,New England Peppermint
VACA6,Vaccinium,caesariense,New jersey blueberry
CRSP5,Crataegus,spatiosa,New london hawthorn
RONE,Robinia,neomexicana,New mexico locust
EUBI2,Eucalyptus,biturbinata,New South Wales Grey Gum
DOSA,Doryphora,sassafras,New South Wales Sassafras
CRDE3,Crataegus,desueta,New york hawthorn
LIBI,Libocedrus,bidwilli,New Zealand Cedar
MEEX,Metrosideros,excelsa,New zealand chrstmas tree
HESP,Hebe,speciosa,New zealand hebe
NOFU,Nothofagus,fusca,New Zealand Red Beech
PIQU1,Picrasma,quassioides,Nigaki
CENO,Cestrum,nocturnum,Night jessamine
HYUN3,Hylocereus,undatus,Nightblooming cactus
COOB4,Cornutia,obovata,Nigua
TOBI,Tournefortia,bicolor,Niguita
PRRE,Pritchardia,remota,Nihoa pritchardia
LONI,Lobelia,niihauensis,Niihau lobelia
ACNI1,Acer,nikoense,Nikko Maple
LAPO,Laplacea,portoricensis,Nino de cota
EUKO,Eugenia,koolauensis,Nioi
NYFR2,Nypa,fruticans,Nipa palm
EUGL3,Eucryphia,glutinosa,Nirrhe
MAVA3,Manilkara,valenzuela,Nisperillo
SYLA2,Symplocos,lanata,Nispero cimarron
ARNI,Arctostaphylos,nisseniana,Nissenan manzanita
CYPO4,Cyrtandra,polyantha,Niu valley cyrtandra
CRNA4,Crataegus,nananixonii,Nixon's hawthorn
PHED,Phyllostachys,edulis,Noble Bamboo
ABPR,Abies,procera,"Noble fir"
PSDE,Psychotria,deflexa,Nodding wild coffee
MOTR,Morinda,trimera,Noni kuahiwi
RONU,Rosa,nutkana,Nootka rose
ABNO,Abies,nordmanniana,"Nordman fir"
RHBA7,Rhopalostylis,baueri,Norfolk island palm
ARHE,Araucaria,heterophylla,Norfolk island pine
KALE,Kalmiopsis,leachiana,North umpqua kalmiopsis
LOGR,Lophostemon,grandifloris,Northen Swamp Mahogany
BEBO,Betula,borealis,Northern birch
RIHU,Ribes,hudsonianum,Northern black currant
ACAU2,Acacia,auriculiformis,Northern Black Wattle
DILO,Diervilla,lonicera,Northern bush honeysuckle
CASP,Catalpa,speciosa,Northern catalpa
CAIN,Callitris,intratropica,Northern CypressÅ]pine
CEOC,Celtis,occidentalis,Northern hackberry
CRDI10,Crataegus,dissona,Northern hawthorn
BRDI1,Brachychiton,diversifolius,Northern Kurrajong
SPSE,Spiraea,septentrionalis,Northern meadowsweet
ALAC1,Alstonia,actinophylla,Northern Milkwood
QUEL,Quercus,ellipsoidalis,Northern pin oak
MERO,Metrosideros,robusta,Northern Rata
QURU,Quercus,rubra,Northern red oak
EUBI1,Eucalyptus,bigalerita,Northern Salmon Gum
ACLE1,Acacia,leucoclada,Northern Silver Wattle
THOC,Thuja,occidentalis,Northern white cedar
EPSE3,Epilobium,septentrionale,Northern willowherb
ACPL,Acer,platanoides,Norway maple
PIAB,Picea,abies,Norway spruce
PLAL,Plumeria,alba,Nosegay tree
ACNO,Acacia,notabilis,Notable Wattle
EMCO,Embothrium,coccineum,Notro
CEGU,Ceratopetalum,gummiferum,NS Wales Christmas Bush
CRNU4,Crataegus,nuda,Nude hawthorn
HOAU,Horsfieldia,australiana,Nut Horsfieldia
MYFR3,Myristica,fragrans,Nutmeg
CAMY,Carya,myristiciformis,Nutmeg hickory
TEAR,Terminalia,arostrata,Nutwood
KHNY2,Khaya,nyasica,Nyasaland mahogany
NOPE,Nothocestrum,peltatum,Oahu aiea
GOVI,Gouania,vitifolia,Oahu chewstick
CLOB2,Clermontia,oblongifolia,Oahu clermontia
CYHA7,Cyanea,hardyi,Oahu cyanea
CYLA8,Cyrtandra,laxiflora,Oahu cyrtandra
WIOA,Wikstroemia,oahuensis,Oahu false ohelo
GAMA6,Gardenia,mannii,Oahu gardenia
LOOA,Lobelia,oahuensis,Oahu lobelia
MEOA,Melicope,oahuensis,Oahu melicope
COLO4,Coprosma,longifolia,Oahu mirrorplant
PLCO6,Platydesma,cornuta,Oahu pilo kea
ZAOA,Zanthoxylum,oahuense,Oahu pricklyash
SETO3,Sesbania,tomentosa,Oahu riverhemp
CYHU2,Cyanea,humboldtiana,Oahu rollandia
CYQU,Cyanea,quercifolia,Oakleaf cyanea
HYQU3,Hydrangea,quercifolia,Oakleaf hydrangea
SOHY3,Sorbus,hybrida,Oakleaf mountain ash
AMBA,Amelanchier,bartramiana,Oblongfruit serviceberry
HODI,Holodiscus,discolor,Oceanspray
OCIN,Ocotea,indecora,Ocotea indecora
OCNO,Ocotea,notata,Ocotea notata
FOSP2,Fouquieria,splendens,Ocotillo
NYOG,Nyssa,ogeche,Ogeechee tupelo
QUOG,Quercus,oglethorpensis,Oglethorpe oak
CLHA4,Clermontia,hawaiiensis,'oha kepau
CLAR4,Clermontia,arborescens,'oha wai nui
RESA,Reynoldsia,sandwicensis,'ohe makai
SCGL5,Scaevola,glabra,'ohe naupaka
VARE,Vaccinium,reticulatum,Ohelo 'ai
VACA8,Vaccinium,calycinum,Ohelo kau la'au
MEMA4,Metrosideros,macropus,'ohi'a
SYSA,Syzygium,sandwicense,'ohi'a ha
MEPO5,Metrosideros,polymorpha,'ohi'a lehua
AEGL,Aesculus,glabra,Ohio buckeye
LIRI4,Licania,rigida,Oiticica
PRGR,Prunus,gracilis,Oklahoma plum
CHFO4,Cheirodendron,forbesii,Olapa
CHTR2,Cheirodendron,trigynum,Olapalapa
WEFL2,Weigela,florida,Oldfashioned weigela
RUAL9,Rubus,alumnus,Oldfield blackberry
RUAL9,Rubus,alumnus,Oldfield blackberry
CRIN26,Crataegus,inanis,Oldmaid hawthorn
NEOL,Nerium,oleander,Oleander
COWA4,Coprosma,waimeae,'olena
OLEU,Olea,europaea,Olive
MEKN,Melicope,knudsenii,Olokele valley melicope
PESA3,Perrottetia,sandwicensis,Olomea
TOLA,Touchardia,latifolia,Olona
PHDI,Phytolacca,dioica,Omb?
EUNE,Eucalyptus,neglecta,Omeo gum
JUMO,Juniperus,monosperma,One seed juniper
CROX,Crataegus,monogyna,Oneseed hawthorn
CRNI4,Crataegus,nitidula,Ontario hawthorn
PSMA7,Psychotria,mauiensis,'opiko
CYLY2,Cyrtandra,lysiosepala,Oppositeleaf cyrtandra
URKA,Urera,kaalae,Opuhe
CISI,Citrus,sinensis,Orange
RHAU,Rhododendron,austrinum,Orange azalea
COFR3,Cotoneaster,franchetii,Orange cotoneaster
BUDA2,Buddleja,davidii,Orange eye butterflybush
RIPI,Ribes,pinetorum,Orange gooseberry
LOCI3,Lonicera,ciliosa,Orange honeysuckle
CEAU2,Cestrum,aurantiacum,Orange jessamine
ACSA,Acacia,saligna,Orange wattle
MUPA,Murraya,exotica,OrangeÅ]jessamine
BAPU,Bauhinia,purpurea,Orchid tree
HAOR3,Hazardia,orcuttii,Orcutt's bristleweed
CYPO2,Cynometra,portoricensis,Oreganillo falso
FRLA,Fraxinus,latifolia,Oregon ash
PAMY,Paxistima,myrsinites,Oregon boxleaf
PYFU,Malus,fusca,Oregon crabapple
PHOR4,Philadelphus,oreganus,Oregon mock orange
QUGA2,Quercus,garryana,Oregon white oak
STTH3,Stenocereus,thurberi,Organpipe cactus
THOR,Platycladus,orientalis,Oriental arborvitae
CEOR,Celastrus,orbiculatus,Oriental bittersweet
TEOR,Teucrium,orientale,Oriental germander
CETO1,Celtis,tournefortii,Oriental hackberry
LEFO3,Lespedeza,formosa,Oriental lespedeza
BRGY,Bruguiera,gymnorrhiza,Oriental mangrove
EDPA,Edgeworthia,papyrifera,Oriental paperbush
PHVI,Photinia,villosa,Oriental photinia
PLOR,Platanus,orientalis,Oriental planetree
PIOR,Picea,orientalis,Oriental spruce
LIOR,Liquidambar,orientalis,Oriental sweetgum
CRLA5,Crataegus,laciniata,Oriental Thorn
TROR,Trema,orientale,Oriental trema
QUAL3,Quercus,aliena,Oriental white oak
PSCO,Pseudopanax,colensoi,Orihou
ORAR,Ormosia,arborea,Ormosia arborea
CORU4,Coccoloba,rugosa,Ortegon
URCH2,Urera,chlorocarpa,Ortiga
MAPO,Maclura,pomifera,Osage orange
AROS,Arctostaphylos,osoensis,Oso manzanita
AROT,Arctostaphylos,otayensis,Otay manzanita
AMOU,Amorpha,ouachitensis,Ouachita false indigo
OUCU,Ouratea,cuspidata,Ouratea cuspidata
AFFA,Afrocarpus,falcatus,Outeniqua yellowwood
FOMA2,Fortunella,margarita,Oval kumquat
VIEL,Viburnum,ellipticum,Oval leafed vibrunum
VAOV,Vaccinium,ovalifolium,Oval-leaf blueberry
GRMI,Grevillea,miqueliana,OvalÅ]leaf Grevillea
CROV2,Crataegus,ovata,Ovateleaf hawthorn
ACPR,Acacia,pravissima,Ovens wattle
QULY,Quercus,lyrata,Overcup oak
MASI,Magnolia,sieboldii,Oyama Magnolia
CARH1,Callitris,rhomboidea,Oyster Bay Pine
GYLU,Gymnanthes,lucida,Oysterwood
CRIN17,Crataegus,insidiosa,Ozark hawthorn
HAVE2,Hamamelis,vernalis,Ozark witchhazel
ENCO2,Enterolobium,contortisiliquum,Pacara earpod tree
PAQU1,Pachira,quinata,Pachira quinata
PABR,Pachystroma,brasiliensis,Pachystroma brasiliensis
PALO,Pachystroma,longifolium,Pachystroma longifolium
MYCA,Morella,californica,Pacific bayberry
CYGR6,Cyrtandra,grayana,Pacific cyrtandra
CONU2,Cornus,nuttallii,Pacific dogwood
AGMA,Agathis,macrophylla,Pacific kauri
ARME,Arbutus,menziesii,Pacific madrone
ARPA19,Arctostaphylos,pacifica,Pacific manzanita
AZFI,Azolla,filiculoides,Pacific mosquitofern
PHCA11,Physocarpus,capitatus,Pacific ninebark
RHMA3,Rhododendron,macrophyllum,Pacific rhododendron
AMIN2,Amelanchier,interior,Pacific serviceberry
ABAM,Abies,amabilis,"Pacific silver fir"
ERTR6,Eriodictyon,traskiae,Pacific yerba santa
TABR,Taxus,brevifolia,Pacific yew
SWLA,Swartzia,langsdorfii,pacova-de-macaco
CIBU2,Cinnamomum,burmannii,Padang cassia
EUPA12,Eugenia,padronii,Padron's stopper
CEER,Ceiba,erianthos,paineiraÅ]deÅ]pedra
AESY,Aesculus,sylvatica,Painted buckeye
ACMO,Acer,mono,Painted maple
ARPA3,Arctostaphylos,pajaroensis,Pajaro manzanita
PABA,Palaquium,bataanense,Palauium bataanense
LYPA,Lycium,pallidum,Pale desertÅ]thorn
CAPA2,Calyptranthes,pallens,Pale lidflower
MEPA6,Melicope,pallida,Pale melicope
COPA24,Coccoloba,pallida,Pale seagrape
AMPA,Amelanchier,pallida,Pale serviceberry
LATI2,Labordia,tinifolia,Paleflower labordia
EXST,Exocarpos,strictus,PaleÅ]fruit Ballart
QUCA1,Quercus,calliprinos,Palestine Oak
CEPA6,Ceanothus,palmeri,Palmer ceanothus
CEPA5,Celosia,palmeri,Palmer's cock's comb
ERPA15,Ericameria,palmeri,Palmer's goldenbush
ABPA,Abutilon,palmeri,"Palmer's indian mallow"
PHPA11,Philadelphus,palmeri,Palmer's mock orange
CYAR10,Cyanea,arborea,Palmtree cyanea
ALCR9,Allophylus,crassinervis,Palo blanco
CHSP,Chorisia,speciosa,Palo borracho
MAFU2,Malpighia,fucata,Palo bronco
PSBR2,Psychotria,brachiata,Palo de cachimbo
ALRA,Allophylus,racemosus,Palo de caja
MARA3,Mappia,racemosa,Palo de cana
MOHO3,Morella,holdridgeana,Palo de cera
GAPO2,Garcinia,portoricensis,Palo de cruz
ALFL3,Alchorneopsis,floribunda,Palo de gallina
IXFE,Ixora,ferrea,Palo de hierro
MALU2,Machaerium,lunatum,Palo de hoz
HASA2,Haenianthus,salicifolius,Palo de hueso
STPO3,Styrax,portoricensis,Palo de jazmin
DELA3,Dendropanax,laurifolius,Palo de vaca
ANLU3,Antirhea,lucida,Palo iloron
CYGR4,Cyrtandra,gracilis,Palolo valley cyrtandra
CYKO4,Cyanea,koolauensis,Palolo valley rollandia
